Timestamp,AccX,AccY,AccZ,MagX,MagY,MagZ,GyrX,GyrY,GyrZ,LinAccX,LinAccY,LinAccZ
1698280201847,0.93613285,0.45968673,9.818622,NaN,NaN,NaN,NaN,NaN,NaN,-0.035913024,-0.01436521,0.1436521
1698280201848,NaN,NaN,NaN,0.97773856,0.4657356,9.746667,0.0012217305,0.08552113,0.002443461,NaN,NaN,NaN
1698280201858,0.8379706,0.4165911,9.8042555,0.96767175,0.46594185,9.747661,0.009773844,0.09162979,0.0012217305,0.0047884034,0.059855044,0.06703765
1698280201868,0.90979666,0.320823,9.876082,0.958608,0.4658641,9.74856,NaN,NaN,NaN,-0.08379706,0.016759412,0.05267244
1698280201867,NaN,NaN,NaN,NaN,NaN,NaN,0.0012217305,-0.035430185,-0.002443461,NaN,NaN,NaN
1698280201878,0.8595184,0.35913026,10.18254,0.9575488,0.46490586,9.74871,-0.012217305,-0.28221974,-0.008552114,NaN,NaN,NaN
1698280201877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0023942017,-0.076614454,0.12210429
1698280201887,1.0773908,0.44771573,9.339781,NaN,NaN,NaN,NaN,NaN,NaN,-0.055066638,-0.038307227,0.4285621
1698280201888,NaN,NaN,NaN,0.9912045,0.4659657,9.745296,-0.0012217305,-0.40439278,-0.015882496,NaN,NaN,NaN
1698280201898,0.6799533,0.45729253,9.3182335,0.9894444,0.4660521,9.74547,-0.0012217305,-0.42394048,-0.012217305,0.1316811,0.047884032,-0.40940848
1698280201908,1.0989386,0.4381389,9.583989,1.0306481,0.4668439,9.741161,-0.009773844,-0.17470746,0.0,-0.29688102,0.05746084,-0.4261679
1698280201918,0.8858546,0.45010993,9.452309,1.0891612,0.46790785,9.734741,-0.0012217305,0.0,0.0,0.074220255,0.038307227,-0.15562311
1698280201928,0.39504328,0.48602295,9.461885,1.0836393,0.46819973,9.735343,NaN,NaN,NaN,-0.14844051,0.050278235,-0.2873042
1698280201927,NaN,NaN,NaN,NaN,NaN,NaN,0.0036651916,0.10995574,0.010995574,NaN,NaN,NaN
1698280201938,0.50038815,0.38307226,9.967062,1.0771915,0.46796954,9.73607,-0.004886922,0.19303341,0.015882496,NaN,NaN,NaN
1698280201937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6392518,0.08619126,-0.2777274
1698280201948,0.6512229,0.37828386,9.938332,1.044001,0.46835244,9.739666,NaN,NaN,NaN,-0.51954174,-0.01436521,0.22505496
1698280201947,NaN,NaN,NaN,NaN,NaN,NaN,0.014660766,0.18081611,0.021991149,NaN,NaN,NaN
1698280201958,1.115698,0.533907,9.830592,1.0449067,0.4692549,9.739526,0.043982297,0.19914207,0.030543262,NaN,NaN,NaN
1698280201957,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.34237084,-0.021547815,0.19393034
1698280201968,1.4149733,0.4381389,9.900024,NaN,NaN,NaN,0.047647487,0.12705997,0.064751714,0.1412579,0.1316811,0.08379706
1698280201967,NaN,NaN,NaN,1.0324042,0.47097972,9.740775,NaN,NaN,NaN,NaN,NaN,NaN
1698280201977,1.9249382,0.44771573,9.988609,1.0213988,0.47559097,9.741712,NaN,NaN,NaN,NaN,NaN,NaN
1698280201978,NaN,NaN,NaN,NaN,NaN,NaN,0.002443461,0.12705997,0.09773844,0.46686932,0.031124622,0.15083471
1698280201988,1.1875241,0.38307226,10.103531,1.0002016,0.4798683,9.743701,-0.02565634,0.25289822,0.06352998,0.9864111,0.035913024,0.23702596
1698280201998,1.0271125,0.4333505,10.220847,0.9765527,0.4772357,9.746229,NaN,NaN,NaN,0.25857377,-0.02633622,0.35194764
1698280201997,NaN,NaN,NaN,NaN,NaN,NaN,-0.034208454,0.47647488,0.0061086523,NaN,NaN,NaN
1698280202008,1.0007763,0.45729253,9.607931,NaN,NaN,NaN,-0.10262536,0.63407815,0.009773844,NaN,NaN,NaN
1698280202007,NaN,NaN,NaN,0.9770512,0.4770599,9.746187,NaN,NaN,NaN,0.11731588,0.023942016,0.46686932
1698280202018,0.641646,0.5267244,9.49301,0.8680058,0.46623242,9.757028,-0.21991149,0.752586,0.015882496,0.1364695,0.05267244,-0.14844051
1698280202028,0.5243302,0.23942018,10.737994,NaN,NaN,NaN,-0.28099802,1.0690142,0.034208454,-0.17238252,0.12928689,-0.2681506
1698280202027,NaN,NaN,NaN,0.79343295,0.44439754,9.764393,NaN,NaN,NaN,NaN,NaN,NaN
1698280202038,0.11971009,0.17956513,10.788273,0.7901297,0.44304296,9.764722,NaN,NaN,NaN,-0.21308395,-0.1340753,0.9696517
1698280202037,NaN,NaN,NaN,NaN,NaN,NaN,-0.29810223,1.3219124,0.02076942,NaN,NaN,NaN
1698280202047,0.24420857,0.21308395,11.034876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202048,NaN,NaN,NaN,0.68497163,0.4154797,9.773872,-0.25045475,1.3878858,-0.0036651916,-0.5410896,-0.17238252,1.0127473
1698280202058,-0.0047884034,0.06943185,11.446678,0.5551198,0.38623217,9.783305,-0.22724187,1.5344934,-0.012217305,NaN,NaN,NaN
1698280202057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2825158,-0.107739076,1.2497733
1698280202068,-0.11492168,0.08619126,11.171345,NaN,NaN,NaN,-0.18203785,1.6029104,-0.034208454,-0.4141969,-0.22984336,1.6567876
1698280202067,NaN,NaN,NaN,0.4179952,0.36162356,9.791061,NaN,NaN,NaN,NaN,NaN,NaN
1698280202078,-0.58657944,0.19393034,10.388441,NaN,NaN,NaN,-0.009773844,1.3891076,-0.03176499,-0.36631286,-0.18914193,1.3742718
1698280202077,NaN,NaN,NaN,0.2623936,0.33923525,9.797267,NaN,NaN,NaN,NaN,NaN,NaN
1698280202088,-0.4189853,0.3878607,10.230424,NaN,NaN,NaN,0.17104226,1.2767084,0.0,-0.6991069,-0.06464344,0.58897364
1698280202087,NaN,NaN,NaN,-0.03416478,0.3228603,9.801274,NaN,NaN,NaN,NaN,NaN,NaN
1698280202097,-0.6823475,0.35913026,9.825804,-0.046936885,0.32355854,9.801199,NaN,NaN,NaN,NaN,NaN,NaN
1698280202098,NaN,NaN,NaN,NaN,NaN,NaN,0.31398472,1.1227703,0.043982297,-0.37349546,0.12689269,0.4285621
1698280202108,-0.9720459,0.60812724,9.26556,NaN,NaN,NaN,0.43371433,1.0067059,0.1160644,-0.5434838,0.08619126,0.02633622
1698280202107,NaN,NaN,NaN,-0.28639692,0.3752031,9.795284,NaN,NaN,NaN,NaN,NaN,NaN
1698280202117,-0.49320555,0.4309563,9.404425,NaN,NaN,NaN,0.47036624,1.0042624,0.21624629,NaN,NaN,NaN
1698280202118,NaN,NaN,NaN,-0.2882516,0.37580213,9.795206,NaN,NaN,NaN,-0.7182605,0.30166942,-0.5291186
1698280202128,-0.1316811,0.06943185,9.7084875,-0.38136688,0.41398412,9.790483,0.42638394,0.79290307,0.30298916,NaN,NaN,NaN
1698280202127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.15562311,0.08619126,-0.3854665
1698280202138,-0.045489833,0.39743748,9.931149,-0.54677147,0.5050876,9.778359,0.2932153,0.33964106,0.25411993,NaN,NaN,NaN
1698280202137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30166942,-0.32321724,-0.076614454
1698280202148,-0.16519992,0.6607997,9.445126,-0.54344314,0.50668067,9.778462,0.27977628,0.4605924,0.15760323,0.45729253,-0.033518825,0.14844051
1698280202158,-0.3854665,0.89543146,9.619903,-0.5719823,0.542919,9.774889,0.3371976,0.63407815,0.10995574,0.37588966,0.19153613,-0.33039984
1698280202167,-0.7517793,0.81881696,9.931149,-0.67755127,0.6098618,9.764189,0.44348818,0.8723156,0.10995574,0.16998832,0.40940848,-0.15322891
1698280202178,-0.7326257,0.59855044,9.847352,-0.76187116,0.65446585,9.755081,0.59620446,0.95172805,0.10995574,-0.14604631,0.29688102,0.1604115
1698280202188,-0.60812724,0.842759,9.385271,-0.85210234,0.71630615,9.743264,0.7293731,0.8405506,0.07941248,-0.07182605,0.04070143,0.08140286
1698280202198,-1.115698,1.6950948,8.978256,-0.93459535,0.7952763,9.729567,0.7489208,0.7489208,0.05009095,0.1340753,0.22505496,-0.36870706
1698280202208,-1.6472107,2.1978772,9.033323,-1.0132395,0.88256854,9.714155,NaN,NaN,NaN,-0.320823,1.0175357,-0.7685388
1698280202207,NaN,NaN,NaN,NaN,NaN,NaN,0.7098254,0.8222246,0.03176499,NaN,NaN,NaN
1698280202217,-1.9249382,2.5378537,9.469068,NaN,NaN,NaN,0.6597345,0.82711154,0.07941248,NaN,NaN,NaN
1698280202218,NaN,NaN,NaN,-1.0255626,0.9049322,9.710804,NaN,NaN,NaN,-0.78050977,1.4317327,-0.7015011
1698280202228,-1.9680338,2.5354595,9.801862,NaN,NaN,NaN,0.6267477,0.5522222,0.15149458,-0.9959879,1.7046716,-0.25378537
1698280202227,NaN,NaN,NaN,-1.1892529,1.052727,9.677181,NaN,NaN,NaN,NaN,NaN,NaN
1698280202238,-1.8986019,2.5474305,9.809045,-1.2454325,1.1275512,9.661673,0.6169739,0.18325958,0.17959438,-0.9576807,1.6352397,0.090979666
1698280202248,-1.958457,2.6048915,9.842564,-1.2651596,1.2007893,9.650278,0.6059783,-0.059864793,0.16371189,-0.842759,1.5921441,0.107739076
1698280202257,-1.8531121,2.767697,10.120291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202258,NaN,NaN,NaN,-1.2593375,1.2701609,9.642156,0.5497787,-0.119729586,0.13683382,-0.8834604,1.5825673,0.15083471
1698280202268,-1.6256629,2.6599581,10.431537,NaN,NaN,NaN,0.47647488,-0.21135938,0.1282817,-0.78529817,1.6903064,0.4333505
1698280202267,NaN,NaN,NaN,-1.260397,1.2757797,9.641274,NaN,NaN,NaN,NaN,NaN,NaN
1698280202278,-0.8475474,2.4540567,10.8864355,-1.2443185,1.3347152,9.635383,0.40439278,-0.344528,0.12095132,-0.5746084,1.5179238,0.7517793
1698280202287,-0.5363012,2.2337902,9.610326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202288,NaN,NaN,NaN,-1.2084798,1.3990726,9.630813,0.3726278,-0.56199604,0.062308256,0.18435353,1.2737153,1.2090719
1698280202298,-0.7685388,2.3080103,9.533711,-1.1636922,1.4600803,9.627273,0.23823744,-0.41050145,-0.09162979,NaN,NaN,NaN
1698280202297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46447513,0.9888053,-0.059855044
1698280202308,-1.3862427,2.135628,9.751583,-1.0721707,1.5271873,9.627488,NaN,NaN,NaN,0.18914193,1.0055647,-0.1340753
1698280202307,NaN,NaN,NaN,NaN,NaN,NaN,0.12583824,0.07086037,-0.344528,NaN,NaN,NaN
1698280202317,-1.7022774,1.8171991,10.175357,-1.0872991,1.5377201,9.624114,NaN,NaN,NaN,NaN,NaN,NaN
1698280202318,NaN,NaN,NaN,NaN,NaN,NaN,0.14172074,0.37751472,-0.6218608,-0.46208093,0.78529817,0.08379706
1698280202328,-1.7645266,1.4437037,10.409989,-1.1357721,1.5440623,9.617499,0.13927728,0.3652974,-0.8210029,NaN,NaN,NaN
1698280202327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7613561,0.4333505,0.51475334
1698280202338,-1.6831238,1.1683705,10.280702,-1.138946,1.5408401,9.61764,NaN,NaN,NaN,-0.7637503,0.031124622,0.7589619
1698280202337,NaN,NaN,NaN,NaN,NaN,NaN,0.13805555,0.21991149,-0.9456194,NaN,NaN,NaN
1698280202348,-1.5394717,1.0510546,10.263943,-1.1880664,1.5413287,9.611617,NaN,NaN,NaN,-0.6368576,-0.25857377,0.6368576
1698280202347,NaN,NaN,NaN,NaN,NaN,NaN,0.14172074,0.15760323,-1.0103711,NaN,NaN,NaN
1698280202358,-1.4317327,0.91219085,10.151415,-1.2542883,1.5399722,9.603418,NaN,NaN,NaN,-0.44771573,-0.39025488,0.62728083
1698280202357,NaN,NaN,NaN,NaN,NaN,NaN,0.15149458,0.14172074,-1.0348058,NaN,NaN,NaN
1698280202367,-1.3958195,0.92176765,10.012551,NaN,NaN,NaN,0.14782938,0.0842994,-1.0225884,NaN,NaN,NaN
1698280202368,NaN,NaN,NaN,-1.255347,1.5329046,9.604409,NaN,NaN,NaN,-0.30885202,-0.5363012,0.51954174
1698280202378,-1.2497733,0.90979666,9.809045,NaN,NaN,NaN,0.13194689,0.04520403,-0.9627236,NaN,NaN,NaN
1698280202377,NaN,NaN,NaN,-1.3063198,1.5263636,9.598653,NaN,NaN,NaN,-0.23702596,-0.5291186,0.3854665
1698280202387,-1.0247183,0.38307226,9.97185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202388,NaN,NaN,NaN,-1.3205571,1.5120423,9.598971,0.14660765,0.10751228,-0.8784242,-0.06943185,-0.5434838,0.18435353
1698280202397,-1.4030021,-0.19153613,9.464279,NaN,NaN,NaN,0.1881465,0.13194689,-0.79901177,NaN,NaN,NaN
1698280202398,NaN,NaN,NaN,-1.3221525,1.492333,9.601835,NaN,NaN,NaN,0.17717093,-1.0702082,0.35194764
1698280202407,-1.2952632,-0.49799395,9.0237465,NaN,NaN,NaN,NaN,NaN,NaN,-0.17717093,-1.6424223,-0.15322891
1698280202408,NaN,NaN,NaN,-1.3690789,1.4926263,9.595211,0.21746802,0.16615535,-0.7257079,NaN,NaN,NaN
1698280202418,-1.0726024,-0.6991069,9.148245,-1.393822,1.4900967,9.592042,NaN,NaN,NaN,-0.04070143,-1.9393034,-0.59136784
1698280202417,NaN,NaN,NaN,NaN,NaN,NaN,0.2724459,0.15882497,-0.5742133,NaN,NaN,NaN
1698280202428,-0.80684596,-0.44532153,9.220071,-1.4134016,1.4958895,9.588274,0.29565877,0.12339478,-0.36651915,NaN,NaN,NaN
1698280202427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20590134,-2.1188686,-0.46686932
1698280202438,-0.45489833,0.260968,9.009381,-1.4090313,1.4901049,9.589818,0.1881465,0.087964594,-0.16371189,NaN,NaN,NaN
1698280202437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.49799395,-1.8866309,-0.3878607
1698280202447,-0.20590134,0.51235914,8.506598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202448,NaN,NaN,NaN,-1.4327177,1.5282509,9.5803,0.04886922,0.1441642,0.02443461,0.8619126,-1.1540052,-0.60094464
1698280202457,-0.09816227,0.22026655,7.8888946,-1.443645,1.5324234,9.577992,NaN,NaN,NaN,NaN,NaN,NaN
1698280202458,NaN,NaN,NaN,NaN,NaN,NaN,-0.040317107,0.19058995,0.17348573,1.115698,-0.8834604,-1.1061212
1698280202467,-0.12210429,0.14844051,7.917625,NaN,NaN,NaN,-0.04153884,0.119729586,0.28588495,NaN,NaN,NaN
1698280202468,NaN,NaN,NaN,-1.4566973,1.5300092,9.576403,NaN,NaN,NaN,1.2258313,-1.151611,-1.7262194
1698280202477,-0.15083471,-0.02633622,7.953538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202478,NaN,NaN,NaN,-1.4548168,1.5276891,9.577059,-0.058643065,0.02687807,0.36651915,1.2114661,-1.2066777,-1.6998832
1698280202488,-0.40222588,-0.24181437,7.9343843,-1.4597747,1.5259979,9.576574,-0.12095132,-0.07941248,0.40561453,1.1851299,-1.3742718,-1.6639702
1698280202497,-0.25139117,0.1364695,7.9128366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202498,NaN,NaN,NaN,-1.4543513,1.5245832,9.577625,-0.21135938,-0.15027285,0.37507126,0.93134445,-1.5897499,-1.6831238
1698280202508,-0.28491,0.47165772,8.010999,-1.4172426,1.5040966,9.586423,NaN,NaN,NaN,1.0702082,-1.2042835,-1.7070658
1698280202507,NaN,NaN,NaN,NaN,NaN,NaN,-0.2602286,-0.22479841,0.29565877,NaN,NaN,NaN
1698280202518,-0.4189853,0.89303726,8.073248,-1.4155337,1.5033047,9.5868,-0.23457226,-0.32620203,0.21868975,1.0151415,-0.8523358,-1.6136919
1698280202528,-0.79008657,1.3958195,8.336611,-1.3874861,1.4836894,9.593952,-0.18203785,-0.36163223,0.19058995,0.8595184,-0.41180268,-1.5562311
1698280202538,-1.328782,1.5945383,8.63828,NaN,NaN,NaN,-0.11728613,-0.34697145,0.22602014,0.45010993,0.110133275,-1.3024458
1698280202537,NaN,NaN,NaN,-1.3528092,1.4663821,9.601563,NaN,NaN,NaN,NaN,NaN,NaN
1698280202547,-1.4820108,1.2473791,9.370906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202548,NaN,NaN,NaN,-1.2799579,1.4425457,9.615152,-0.096516706,-0.27366763,0.30787608,-0.11971009,0.32321724,-1.0055647
1698280202558,-1.3479356,0.6392518,9.581595,-1.2815548,1.4279907,9.617112,-0.14905111,-0.22113322,0.38362336,NaN,NaN,NaN
1698280202557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.31364042,-0.01436521,-0.2801216
1698280202568,-1.283292,0.38067806,9.40203,NaN,NaN,NaN,-0.25167647,-0.19425514,0.44348818,NaN,NaN,NaN
1698280202567,NaN,NaN,NaN,-1.2235546,1.4031652,9.628314,NaN,NaN,NaN,-0.20590134,-0.61770403,-0.07182605
1698280202577,-1.0582372,0.4357447,9.502586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202578,NaN,NaN,NaN,-1.1962606,1.3726579,9.636138,-0.36163223,-0.12705997,0.4361578,-0.17238252,-0.8619126,-0.25617957
1698280202588,-1.091756,0.59136784,9.911995,-1.1754094,1.3309773,9.644547,-0.40683624,-0.089186326,0.3567453,NaN,NaN,NaN
1698280202587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.031124622,-0.79008657,-0.1604115
1698280202598,-1.3790601,0.90261406,9.878476,-1.1781182,1.3241272,9.645161,-0.48991394,-0.07452556,0.26511553,-0.019153614,-0.59855044,0.23942018
1698280202608,-1.7166426,1.4867992,9.868899,-1.1704386,1.2919093,9.650462,NaN,NaN,NaN,-0.3184288,-0.25378537,0.20111294
1698280202607,NaN,NaN,NaN,NaN,NaN,NaN,-0.5729916,-0.07452556,0.18692477,NaN,NaN,NaN
1698280202617,-1.6950948,1.733402,10.156203,-1.1628317,1.2518904,9.656654,NaN,NaN,NaN,NaN,NaN,NaN
1698280202618,NaN,NaN,NaN,NaN,NaN,NaN,-0.59131753,-0.058643065,0.1001819,-0.6679823,0.3854665,0.18435353
1698280202628,-1.7621324,1.8243817,10.295067,-1.1560537,1.2030724,9.6636715,NaN,NaN,NaN,-0.6512229,0.6847417,0.46447513
1698280202627,NaN,NaN,NaN,NaN,NaN,NaN,-0.4813618,-0.058643065,0.009773844,NaN,NaN,NaN
1698280202638,-1.8435353,1.7501614,10.117896,NaN,NaN,NaN,-0.33108896,-0.057421334,-0.06963864,-0.7206547,0.842759,0.59615624
1698280202637,NaN,NaN,NaN,-1.153507,1.1521924,9.670174,NaN,NaN,NaN,NaN,NaN,NaN
1698280202648,-1.7956513,1.697489,10.244789,NaN,NaN,NaN,-0.2284636,-0.04520403,-0.12583824,-0.79248077,0.79966336,0.4165911
1698280202647,NaN,NaN,NaN,-1.1510419,1.1102579,9.675372,NaN,NaN,NaN,NaN,NaN,NaN
1698280202658,-1.7741034,1.3192052,10.407595,-1.1489542,1.0792459,9.679128,-0.15271631,-0.05131268,-0.15515977,-0.7326257,0.7685388,0.5434838
1698280202668,-1.4341269,0.9576807,10.33098,-1.1468039,1.0552119,9.682033,NaN,NaN,NaN,-0.6967127,0.39743748,0.7062895
1698280202667,NaN,NaN,NaN,NaN,NaN,NaN,-0.081855945,-0.07819075,-0.15760323,NaN,NaN,NaN
1698280202678,-1.0534488,0.78529817,10.328587,-1.1413429,1.0367931,9.684668,-0.096516706,-0.07574729,-0.12950343,-0.34476504,0.04070143,0.62967503
1698280202688,-0.90740246,1.0079589,10.170568,-1.1317929,1.02728,9.686802,NaN,NaN,NaN,0.04070143,-0.1316811,0.62967503
1698280202687,NaN,NaN,NaN,NaN,NaN,NaN,-0.17715092,-0.10262536,-0.09407325,NaN,NaN,NaN
1698280202697,-0.7541735,1.4700398,9.9550905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202698,NaN,NaN,NaN,-1.1196754,1.0229754,9.688665,-0.25167647,-0.17592919,-0.065973446,0.18914193,0.093373865,0.47165772
1698280202708,-0.7589619,1.8028339,9.744401,-1.1033281,1.0200735,9.690846,-0.25900686,-0.2406809,-0.052534413,NaN,NaN,NaN
1698280202707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33997664,0.5674258,0.25378537
1698280202718,-0.56982,1.8028339,9.900024,-1.0789287,1.0064211,9.695021,NaN,NaN,NaN,0.32321724,0.91697925,0.04070143
1698280202717,NaN,NaN,NaN,NaN,NaN,NaN,-0.19058995,-0.26145032,-0.05375614,NaN,NaN,NaN
1698280202728,-0.7733272,1.910573,9.842564,-1.0510691,0.9943106,9.699329,NaN,NaN,NaN,0.49320555,0.92655605,0.19393034
1698280202727,NaN,NaN,NaN,NaN,NaN,NaN,-0.09040806,-0.23335053,-0.073303826,NaN,NaN,NaN
1698280202738,-1.0151415,1.8483237,9.809045,NaN,NaN,NaN,0.010995574,-0.18203785,-0.1001819,0.2633622,1.0390835,0.1316811
1698280202737,NaN,NaN,NaN,-1.0250794,0.988627,9.702691,NaN,NaN,NaN,NaN,NaN,NaN
1698280202747,-1.1611878,1.4796166,9.991004,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.9648633,0.09816227
1698280202748,NaN,NaN,NaN,-1.0037837,0.9853394,9.705252,0.08674286,-0.14538592,-0.12705997,NaN,NaN,NaN
1698280202758,-1.1492168,1.2018893,10.09156,-0.9875848,0.98812044,9.706631,0.16371189,-0.14782938,-0.14172074,-0.16280572,0.5746084,0.2801216
1698280202768,-1.3072342,1.0295067,9.856929,-0.96518475,1.0118611,9.706438,0.118507855,-0.096516706,-0.13805555,NaN,NaN,NaN
1698280202767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1604115,0.2705448,0.38067806
1698280202778,-1.1827357,0.9720459,10.010158,-0.9587472,1.0220137,9.706013,NaN,NaN,NaN,-0.33039984,0.06464344,0.14844051
1698280202777,NaN,NaN,NaN,NaN,NaN,NaN,0.0842994,-0.057421334,-0.103847094,NaN,NaN,NaN
1698280202787,-0.9672575,0.7517793,10.144233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202788,NaN,NaN,NaN,-0.95313156,1.0267887,9.706061,0.07574729,-0.065973446,-0.08307768,-0.21068975,-0.01436521,0.30406362
1698280202798,-0.7326257,0.6536171,10.005369,-0.9434371,1.0286967,9.706807,0.059864793,-0.08307768,-0.09162979,0.0023942017,-0.25139117,0.4405331
1698280202808,-0.7134721,1.0462662,9.969456,-0.932006,1.0344405,9.707301,0.036651913,-0.12461651,-0.12217305,0.23463176,-0.35913026,0.30166942
1698280202818,-0.7422025,1.4628572,10.0341,-0.9178626,1.0422202,9.707816,0.017104227,-0.18448131,-0.17470746,0.24660277,0.023942016,0.2657564
1698280202828,-0.92895025,1.7405846,10.172963,-0.9007142,1.0487586,9.708718,0.02565634,-0.23335053,-0.23823744,0.20829555,0.4381389,0.33039984
1698280202838,-1.2473791,2.0590134,10.230424,-0.902818,1.0556614,9.707775,0.04886922,-0.23579398,-0.29443705,0.0023942017,0.7134721,0.46686932
1698280202847,-1.496376,2.2026656,10.424355,-0.86447996,1.0660073,9.710134,NaN,NaN,NaN,-0.33039984,1.0271125,0.5243302
1698280202848,NaN,NaN,NaN,NaN,NaN,NaN,0.07696902,-0.17837265,-0.34330627,NaN,NaN,NaN
1698280202858,-1.721431,2.1643584,10.608707,-0.86815095,1.0707332,9.709286,0.14172074,-0.062308256,-0.3848451,-0.60094464,1.1611878,0.7158663
1698280202867,-1.7381904,1.8339585,10.635044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698280202868,NaN,NaN,NaN,-0.855031,1.090746,9.708222,0.21868975,0.05375614,-0.42394048,-0.8331822,1.1061212,0.90261406
1698280202878,-1.7836803,1.4891934,10.599131,-0.8595499,1.0922847,9.70765,NaN,NaN,NaN,-0.8475474,0.7541735,0.93134445
1698280202877,NaN,NaN,NaN,NaN,NaN,NaN,0.25045475,0.1600467,-0.49602258,NaN,NaN,NaN
1698280202888,-1.6903064,1.4197617,10.515334,NaN,NaN,NaN,0.25045475,0.26511553,-0.59864795,-0.8810662,0.3878607,0.90021986
1698280202887,NaN,NaN,NaN,-0.8730381,1.111875,9.704222,NaN,NaN,NaN,NaN,NaN,NaN
1698280202898,-1.4556746,1.3694834,10.66138,-0.89594346,1.1333499,9.699649,0.23579398,0.33108896,-0.7086037,NaN,NaN,NaN
1698280202897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.7589619,0.2896984,0.82121116
1698280202908,-1.1803415,1.4221559,10.644621,NaN,NaN,NaN,0.20525073,0.34330627,-0.84299403,-0.49081135,0.21787235,0.9720459
1698280202907,NaN,NaN,NaN,-0.968274,1.1709908,9.68822,NaN,NaN,NaN,NaN,NaN,NaN
1698280202918,-0.9600749,1.6304513,10.850522,-0.96766806,1.1724983,9.688099,0.16615535,0.34330627,-0.9810496,-0.16759412,0.25139117,0.9624691
1698280202928,-0.80445176,1.7477672,11.219229,-1.0528742,1.1931037,9.676691,NaN,NaN,NaN,0.090979666,0.44771573,1.1755531
1698280202927,NaN,NaN,NaN,NaN,NaN,NaN,0.172264,0.31887165,-1.078788,NaN,NaN,NaN
1698280202938,-0.7134721,1.553837,11.128249,-1.0508988,1.1938457,9.676814,0.204029,0.23701571,-1.1679744,NaN,NaN,NaN
1698280202937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30166942,0.5554548,1.5514427
1698280202948,-0.4429273,1.6041151,11.200075,NaN,NaN,NaN,0.2321288,0.096516706,-1.2388347,0.4261679,0.35913026,1.4652514
1698280202947,NaN,NaN,NaN,-1.0908104,1.200682,9.67155,NaN,NaN,NaN,NaN,NaN,NaN
1698280202958,-0.4309563,1.733402,11.353305,-1.1240405,1.2094471,9.666652,NaN,NaN,NaN,0.7374141,0.40222588,1.541866
1698280202957,NaN,NaN,NaN,NaN,NaN,NaN,0.36041048,-0.080634214,-1.2657127,NaN,NaN,NaN
1698280202968,-0.4357447,1.9560628,11.465832,NaN,NaN,NaN,0.45570546,-0.1600467,-1.3206906,0.770933,0.5243302,1.6998832
1698280202967,NaN,NaN,NaN,-1.1518401,1.2414893,9.659315,NaN,NaN,NaN,NaN,NaN,NaN
1698280202978,-1.4676456,2.3008277,10.553641,-1.1533453,1.276224,9.654607,NaN,NaN,NaN,0.7757214,0.7254431,1.8148049
1698280202977,NaN,NaN,NaN,NaN,NaN,NaN,0.5009095,-0.14294247,-1.423316,NaN,NaN,NaN
1698280202988,-1.8842367,2.9640217,10.436325,-1.1603373,1.3167188,9.648329,0.593761,-0.035430185,-1.4953982,-0.25378537,1.043872,0.90740246
1698280202998,-1.9153614,2.9616275,10.965444,-1.1781617,1.3621985,9.639852,0.6768387,0.14049901,-1.4844025,NaN,NaN,NaN
1698280202997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6655881,1.6711528,0.79487497
